/home/chris/miniconda3/envs/marlo/bin/python /home/chris/Desktop/lunar-lander/train_agent1.py --verbose --overwrite
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gymnasium/core.py:27: UserWarning: WARN: Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gym/core.py:27: UserWarning: WARN: Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
dimension of state space = 15
number of actions = 7
| episode | return          | minimal return      | mean return        |
|         | (this episode)  | (last 20 episodes)  | (last 20 episodes) |
|-----------------------------------------------------------------------

|     875 |     -104.500    |       -204.000      |        43.720      |

|     876 |      178.700    |       -204.000      |        50.260      |

|     877 |       48.500    |       -204.000      |        62.840      |

|     878 |     -128.400    |       -204.000      |        66.390      |

|     879 |       29.900    |       -193.900      |        78.085      |

|     880 |     -193.800    |       -193.900      |        72.855      |

|     881 |        4.200    |       -193.900      |        70.100      |

|     882 |       99.000    |       -193.900      |        72.045      |

|     883 |        6.100    |       -193.900      |        69.530      |

|     884 |        9.100    |       -193.900      |        79.535      |

|     885 |      219.600    |       -193.900      |        96.930      |

|     886 |       15.900    |       -193.900      |        91.085      |

|     887 |     -108.700    |       -193.900      |        75.460      |

|     888 |       30.800    |       -193.800      |        86.695      |

|     889 |     -130.100    |       -193.800      |        55.105      |

|     890 |      246.200    |       -193.800      |        42.880      |

|     891 |       25.900    |       -193.800      |        32.235      |

|     892 |       48.600    |       -193.800      |        29.900      |

|     893 |     -192.500    |       -193.800      |         8.230      |

|     894 |      -95.500    |       -193.800      |         0.450      |

|     895 |     -169.400    |       -193.800      |        -2.795      |

|     896 |      -89.600    |       -193.800      |       -16.210      |

|     897 |     -168.300    |       -193.800      |       -27.050      |

|     898 |      183.800    |       -193.800      |       -11.440      |

|     899 |       36.000    |       -193.800      |       -11.135      |

|     900 |      -60.800    |       -192.500      |        -4.485      |


|     901 |      470.200    |       -192.500      |        18.815      |

|     902 |     -100.000    |       -192.500      |         8.865      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     903 |       76.000    |       -192.500      |        12.360      |

|     904 |     -149.700    |       -192.500      |         4.420      |

|     905 |     -189.000    |       -192.500      |       -16.010      |

|     906 |       -9.400    |       -192.500      |       -17.275      |


|     907 |       66.800    |       -192.500      |        -8.500      |

|     908 |     -137.700    |       -192.500      |       -16.925      |

|     909 |      526.300    |       -192.500      |        15.895      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     910 |     -111.400    |       -192.500      |        -1.985      |

|     911 |     -193.900    |       -193.900      |       -12.975      |

|     912 |      468.300    |       -193.900      |         8.010      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     913 |      297.600    |       -193.900      |        32.515      |


|     914 |      198.700    |       -193.900      |        47.225      |

|     915 |      477.900    |       -193.900      |        79.590      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     916 |      252.900    |       -193.900      |        96.715      |

|     917 |       30.700    |       -193.900      |       106.665      |

|     918 |      520.900    |       -193.900      |       123.520      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     919 |     -195.600    |       -195.600      |       111.940      |


|     920 |        3.900    |       -195.600      |       115.175      |

|     921 |     -117.200    |       -195.600      |        85.805      |



|     922 |     -142.300    |       -195.600      |        83.690      |

|     923 |      546.700    |       -195.600      |       107.225      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     924 |     -100.100    |       -195.600      |       109.705      |

|     925 |     -152.700    |       -195.600      |       111.520      |

|     926 |      207.300    |       -195.600      |       122.355      |

|     927 |     -201.400    |       -201.400      |       108.945      |

|     928 |      121.200    |       -201.400      |       121.890      |

|     929 |       33.900    |       -201.400      |        97.270      |

|     930 |     -106.300    |       -201.400      |        97.525      |

|     931 |     -191.100    |       -201.400      |        97.665      |

|     932 |      205.100    |       -201.400      |        84.505      |

|     933 |       59.500    |       -201.400      |        72.600      |

|     934 |       48.500    |       -201.400      |        65.090      |

|     935 |        0.900    |       -201.400      |        41.240      |

|     936 |       33.100    |       -201.400      |        30.250      |

|     937 |     -145.900    |       -201.400      |        21.420      |

|     938 |     -180.500    |       -201.400      |       -13.650      |

|     939 |      269.200    |       -201.400      |         9.590      |

|     940 |      245.200    |       -201.400      |        21.655      |

|     941 |     -195.000    |       -201.400      |        17.765      |

|     942 |     -130.300    |       -201.400      |        18.365      |


|     943 |     -113.300    |       -201.400      |       -14.635      |

|     944 |       21.300    |       -201.400      |        -8.565      |

|     945 |       -3.300    |       -201.400      |        -1.095      |

|     946 |     -217.200    |       -217.200      |       -22.320      |

|     947 |      502.200    |       -217.200      |        12.860      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     948 |       55.200    |       -217.200      |         9.560      |

|     949 |     -105.100    |       -217.200      |         2.610      |

|     950 |      244.100    |       -217.200      |        20.130      |

|     951 |      238.200    |       -217.200      |        41.595      |

|     952 |      545.200    |       -217.200      |        58.600      |

|     953 |     -186.600    |       -217.200      |        46.295      |

|     954 |      -93.200    |       -217.200      |        39.210      |

|     955 |      194.200    |       -217.200      |        48.875      |



|     956 |     -185.500    |       -217.200      |        37.945      |

|     957 |     -201.800    |       -217.200      |        35.150      |

|     958 |      177.400    |       -217.200      |        53.045      |

|     959 |      541.500    |       -217.200      |        66.660      |

|     960 |      230.900    |       -217.200      |        65.945      |

|     961 |      201.000    |       -217.200      |        85.745      |

|     962 |     -171.000    |       -217.200      |        83.710      |

|     963 |       -7.600    |       -217.200      |        88.995      |

|     964 |      238.500    |       -217.200      |        99.855      |

|     965 |       37.700    |       -217.200      |       101.905      |

|     966 |     -192.200    |       -201.800      |       103.155      |

|     967 |     -196.300    |       -201.800      |        68.230      |

|     968 |     -165.300    |       -201.800      |        57.205      |

|     969 |       88.700    |       -201.800      |        66.895      |

|     970 |      487.900    |       -201.800      |        79.085      |

|     971 |     -132.900    |       -201.800      |        60.530      |

|     972 |     -128.000    |       -201.800      |        26.870      |

|     973 |      -97.000    |       -201.800      |        31.350      |



|     974 |     -150.000    |       -201.800      |        28.510      |

|     975 |      490.900    |       -201.800      |        43.345      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     976 |       18.000    |       -201.800      |        53.520      |

|     977 |     -198.300    |       -198.300      |        53.695      |

|     978 |      115.400    |       -198.300      |        50.595      |

|     979 |      551.700    |       -198.300      |        51.105      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     980 |      523.600    |       -198.300      |        65.740      |

|     981 |      -66.800    |       -198.300      |        52.350      |

|     982 |     -190.700    |       -198.300      |        51.365      |

|     983 |     -194.000    |       -198.300      |        42.045      |

|     984 |     -195.500    |       -198.300      |        20.345      |

|     985 |      565.000    |       -198.300      |        46.710      |

|     986 |       68.000    |       -198.300      |        59.720      |

|     987 |       47.800    |       -198.300      |        71.925      |

|     988 |     -198.100    |       -198.300      |        70.285      |

|     989 |       85.900    |       -198.300      |        70.145      |

|     990 |     -157.400    |       -198.300      |        37.880      |

|     991 |     -136.000    |       -198.300      |        37.725      |

|     992 |     -194.500    |       -198.300      |        34.400      |

|     993 |     -163.300    |       -198.300      |        31.085      |

|     994 |       48.300    |       -198.300      |        41.000      |

|     995 |     -134.900    |       -198.300      |         9.710      |

|     996 |     -207.300    |       -207.300      |        -1.555      |

|     997 |     -181.600    |       -207.300      |        -0.720      |

|     998 |     -205.700    |       -207.300      |       -16.775      |

|     999 |      172.200    |       -207.300      |       -35.750      |

|    1000 |      516.400    |       -207.300      |       -36.110      |


|    1001 |     -194.000    |       -207.300      |       -42.470      |

|    1002 |     -186.800    |       -207.300      |       -42.275      |

|    1003 |     -186.000    |       -207.300      |       -41.875      |

|    1004 |      501.500    |       -207.300      |        -7.025      |

|    1005 |     -129.200    |       -207.300      |       -41.735      |

|    1006 |      510.900    |       -207.300      |       -19.590      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1007 |      526.700    |       -207.300      |         4.355      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1008 |      555.100    |       -207.300      |        42.015      |

|    1009 |     -185.900    |       -207.300      |        28.425      |

|    1010 |      176.100    |       -207.300      |        45.100      |

|    1011 |      510.900    |       -207.300      |        77.445      |

|    1012 |      203.500    |       -207.300      |        97.345      |

|    1013 |        1.500    |       -207.300      |       105.585      |

|    1014 |      185.800    |       -207.300      |       112.460      |

|    1015 |     -196.500    |       -207.300      |       109.380      |

|    1016 |     -182.900    |       -205.700      |       110.600      |

|    1017 |      491.700    |       -205.700      |       144.265      |

|    1018 |      597.400    |       -196.500      |       184.420      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1019 |     -194.000    |       -196.500      |       166.110      |

|    1020 |     -194.000    |       -196.500      |       130.590      |

|    1021 |      541.500    |       -196.500      |       167.365      |

|    1022 |      212.300    |       -196.500      |       187.320      |

|    1023 |     -178.000    |       -196.500      |       187.720      |

|    1024 |      185.400    |       -196.500      |       171.915      |



|    1025 |     -193.600    |       -196.500      |       168.695      |


|    1026 |      191.000    |       -196.500      |       152.700      |

|    1027 |      478.200    |       -196.500      |       150.275      |

|    1028 |     -188.600    |       -196.500      |       113.090      |

|    1029 |      486.000    |       -196.500      |       146.685      |

|    1030 |     -187.400    |       -196.500      |       128.510      |

|    1031 |     -164.600    |       -196.500      |        94.735      |

|    1032 |      476.200    |       -196.500      |       108.370      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1033 |      206.100    |       -196.500      |       118.600      |

|    1034 |       73.200    |       -196.500      |       112.970      |

|    1035 |     -166.100    |       -194.000      |       114.490      |

|    1036 |     -196.500    |       -196.500      |       113.810      |

|    1037 |      212.600    |       -196.500      |        99.855      |

|    1038 |       -6.300    |       -196.500      |        69.670      |

|    1039 |     -192.800    |       -196.500      |        69.730      |

|    1040 |      -80.800    |       -196.500      |        75.390      |

|    1041 |      483.200    |       -196.500      |        72.475      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1042 |      242.200    |       -196.500      |        73.970      |

|    1043 |       27.000    |       -196.500      |        84.220      |


|    1044 |      493.900    |       -196.500      |        99.645      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1045 |     -183.400    |       -196.500      |       100.155      |

|    1046 |       48.100    |       -196.500      |        93.010      |

|    1047 |      115.500    |       -196.500      |        74.875      |

|    1048 |     -190.700    |       -196.500      |        74.770      |

|    1049 |      232.400    |       -196.500      |        62.090      |

|    1050 |      503.300    |       -196.500      |        96.625      |

|    1051 |      -51.600    |       -196.500      |       102.275      |

|    1052 |      526.500    |       -196.500      |       104.790      |

|    1053 |     -212.400    |       -212.400      |        83.865      |

|    1054 |      249.400    |       -212.400      |        92.675      |

|    1055 |      192.700    |       -212.400      |       110.615      |

|    1056 |     -145.100    |       -212.400      |       113.185      |

|    1057 |      240.100    |       -212.400      |       114.560      |

|    1058 |     -203.000    |       -212.400      |       104.725      |

|    1059 |     -188.900    |       -212.400      |       104.920      |

|    1060 |     -202.700    |       -212.400      |        98.825      |

|    1061 |       38.300    |       -212.400      |        76.580      |

|    1062 |     -203.100    |       -212.400      |        54.315      |

|    1063 |       51.100    |       -212.400      |        55.520      |

|    1064 |     -191.000    |       -212.400      |        21.275      |

|    1065 |     -152.500    |       -212.400      |        22.820      |

|    1066 |     -200.300    |       -212.400      |        10.400      |

|    1067 |      174.100    |       -212.400      |        13.330      |

|    1068 |     -192.000    |       -212.400      |        13.265      |

|    1069 |     -187.500    |       -212.400      |        -7.730      |

|    1070 |     -188.000    |       -212.400      |       -42.295      |

|    1071 |     -133.200    |       -212.400      |       -46.375      |

|    1072 |      481.500    |       -212.400      |       -48.625      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1073 |     -193.600    |       -203.100      |       -47.685      |

|    1074 |      491.000    |       -203.100      |       -35.605      |

|    1075 |      223.600    |       -203.100      |       -34.060      |

|    1076 |      526.100    |       -203.100      |        -0.500      |

|    1077 |      558.800    |       -203.100      |        15.435      |

|    1078 |       99.700    |       -203.100      |        30.570      |



|    1079 |      210.000    |       -203.100      |        50.515      |

|    1080 |      116.100    |       -203.100      |        66.455      |

|    1081 |      473.900    |       -203.100      |        88.235      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1082 |      551.400    |       -200.300      |       125.960      |

|    1083 |      560.800    |       -200.300      |       151.445      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1084 |      -74.800    |       -200.300      |       157.255      |

|    1085 |     -137.800    |       -200.300      |       157.990      |

|    1086 |      481.200    |       -193.600      |       192.065      |

|    1087 |     -172.800    |       -193.600      |       174.720      |

|    1088 |      500.500    |       -193.600      |       209.345      |

|    1089 |      183.300    |       -193.600      |       227.885      |



|    1090 |     -194.700    |       -194.700      |       227.550      |

|    1091 |       46.300    |       -194.700      |       236.525      |

|    1092 |      495.900    |       -194.700      |       237.245      |

|    1093 |       25.400    |       -194.700      |       248.195      |



|    1094 |     -181.200    |       -194.700      |       214.585      |

|    1095 |     -169.100    |       -194.700      |       194.950      |

|    1096 |      104.400    |       -194.700      |       173.865      |

|    1097 |     -102.700    |       -194.700      |       140.790      |

|    1098 |      234.000    |       -194.700      |       147.505      |

|    1099 |      179.100    |       -194.700      |       145.960      |

|    1100 |     -136.300    |       -194.700      |       133.340      |


|    1101 |     -139.200    |       -194.700      |       102.685      |

|    1102 |     -199.200    |       -199.200      |        65.155      |

|    1103 |     -192.800    |       -199.200      |        27.475      |

|    1104 |      175.700    |       -199.200      |        40.000      |

|    1105 |     -202.000    |       -202.000      |        36.790      |

|    1106 |      137.900    |       -202.000      |        19.625      |

|    1107 |      -16.100    |       -202.000      |        27.460      |

|    1108 |     -166.600    |       -202.000      |        -5.895      |

|    1109 |     -190.600    |       -202.000      |       -24.590      |

|    1110 |     -105.800    |       -202.000      |       -20.145      |

|    1111 |      529.800    |       -202.000      |         4.030      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1112 |      201.700    |       -202.000      |       -10.680      |

|    1113 |      486.400    |       -202.000      |        12.370      |

|    1114 |      492.400    |       -202.000      |        46.050      |

|    1115 |     -168.600    |       -202.000      |        46.075      |

|    1116 |        8.400    |       -202.000      |        41.275      |

|    1117 |     -140.600    |       -202.000      |        39.380      |

|    1118 |     -143.500    |       -202.000      |        20.505      |

|    1119 |       -8.300    |       -202.000      |        11.135      |

|    1120 |      -97.100    |       -202.000      |        13.095      |

|    1121 |     -165.600    |       -202.000      |        11.775      |

|    1122 |     -165.800    |       -202.000      |        13.445      |

|    1123 |     -166.200    |       -202.000      |        14.775      |

|    1124 |       43.400    |       -202.000      |         8.160      |

|    1125 |     -197.700    |       -197.700      |         8.375      |

|    1126 |       91.900    |       -197.700      |         6.075      |

|    1127 |      521.000    |       -197.700      |        32.930      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1128 |      178.900    |       -197.700      |        50.205      |

|    1129 |      506.400    |       -197.700      |        85.055      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1130 |      207.600    |       -197.700      |       100.725      |


|    1131 |     -176.500    |       -197.700      |        65.410      |

|    1132 |     -135.600    |       -197.700      |        48.545      |

|    1133 |       59.100    |       -197.700      |        27.180      |

|    1134 |     -200.200    |       -200.200      |        -7.450      |

|    1135 |     -189.900    |       -200.200      |        -8.515      |



|    1136 |      512.000    |       -200.200      |        16.665      |

|    1137 |      585.900    |       -200.200      |        52.990      |

|    1138 |      -48.900    |       -200.200      |        57.720      |

|    1139 |      237.800    |       -200.200      |        70.025      |

|    1140 |      207.200    |       -200.200      |        85.240      |

|    1141 |      268.400    |       -200.200      |       106.940      |

|    1142 |     -186.200    |       -200.200      |       105.920      |

|    1143 |       96.300    |       -200.200      |       119.045      |

|    1144 |      487.000    |       -200.200      |       141.225      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1145 |     -100.100    |       -200.200      |       146.105      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1146 |      487.300    |       -200.200      |       165.875      |

|    1147 |      188.400    |       -200.200      |       149.245      |

|    1148 |       78.100    |       -200.200      |       144.205      |

|    1149 |     -126.600    |       -200.200      |       112.555      |

|    1150 |      551.000    |       -200.200      |       129.725      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1151 |      537.900    |       -200.200      |       165.445      |

|    1152 |     -203.700    |       -203.700      |       162.040      |

|    1153 |      -99.000    |       -203.700      |       154.135      |

|    1154 |       91.600    |       -203.700      |       168.725      |

|    1155 |     -226.900    |       -226.900      |       166.875      |

|    1156 |     -188.600    |       -226.900      |       131.845      |

|    1157 |      -66.200    |       -226.900      |        99.240      |

|    1158 |      494.100    |       -226.900      |       126.390      |

|    1159 |      463.000    |       -226.900      |       137.650      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1160 |      190.000    |       -226.900      |       136.790      |

|    1161 |      512.100    |       -226.900      |       148.975      |

|    1162 |      512.110    |       -226.900      |       183.891      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1163 |      161.500    |       -226.900      |       187.151      |

|    1164 |     -169.100    |       -226.900      |       154.346      |

|    1165 |      475.900    |       -226.900      |       183.146      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1166 |      553.900    |       -226.900      |       186.476      |

|    1167 |      -10.900    |       -226.900      |       176.511      |

|    1168 |       -9.200    |       -226.900      |       172.146      |

|    1169 |       86.500    |       -226.900      |       182.801      |

|    1170 |      -68.300    |       -226.900      |       151.836      |

|    1171 |      494.200    |       -226.900      |       149.651      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1172 |      202.100    |       -226.900      |       169.941      |

|    1173 |     -114.400    |       -226.900      |       169.171      |

|    1174 |     -150.400    |       -226.900      |       157.071      |

|    1175 |       -8.400    |       -188.600      |       167.996      |

|    1176 |      265.300    |       -169.100      |       190.691      |

|    1177 |       92.300    |       -169.100      |       198.616      |



|    1178 |      262.800    |       -169.100      |       187.051      |

|    1179 |       43.500    |       -169.100      |       166.076      |

|    1180 |     -174.700    |       -174.700      |       147.841      |

|    1181 |      185.800    |       -174.700      |       131.526      |

|    1182 |      521.800    |       -174.700      |       132.010      |

|    1183 |      256.600    |       -174.700      |       136.765      |

|    1184 |       28.900    |       -174.700      |       146.665      |

|    1185 |     -181.900    |       -181.900      |       113.775      |

|    1186 |     -112.800    |       -181.900      |        80.440      |

|    1187 |       45.800    |       -181.900      |        83.275      |

|    1188 |      204.500    |       -181.900      |        93.960      |

|    1189 |      540.900    |       -181.900      |       116.680      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1190 |      176.000    |       -181.900      |       128.895      |

|    1191 |      264.800    |       -181.900      |       117.425      |



|    1192 |     -208.700    |       -208.700      |        96.885      |

|    1193 |      272.800    |       -208.700      |       116.245      |



|    1194 |       15.300    |       -208.700      |       124.530      |

|    1195 |      234.300    |       -208.700      |       136.665      |

|    1196 |     -192.300    |       -208.700      |       113.785      |

|    1197 |     -191.800    |       -208.700      |        99.580      |

|    1198 |      239.800    |       -208.700      |        98.430      |

|    1199 |      194.400    |       -208.700      |       105.975      |

|    1200 |      -68.600    |       -208.700      |       111.280      |


|    1201 |     -180.000    |       -208.700      |        92.990      |

|    1202 |       42.900    |       -208.700      |        69.045      |

|    1203 |      513.300    |       -208.700      |        81.880      |

|    1204 |      187.400    |       -208.700      |        89.805      |

|    1205 |     -203.600    |       -208.700      |        88.720      |

|    1206 |     -191.900    |       -208.700      |        84.765      |

|    1207 |     -101.900    |       -208.700      |        77.380      |

|    1208 |       -7.700    |       -208.700      |        66.770      |

|    1209 |      517.400    |       -208.700      |        65.595      |

|    1210 |     -193.100    |       -208.700      |        47.140      |

|    1211 |     -191.500    |       -208.700      |        24.325      |

|    1212 |     -120.000    |       -203.600      |        28.760      |

|    1213 |     -200.400    |       -203.600      |         5.100      |

|    1214 |     -203.600    |       -203.600      |        -5.845      |

|    1215 |      531.600    |       -203.600      |         9.020      |

|    1216 |      478.100    |       -203.600      |        42.540      |

|    1217 |     -153.400    |       -203.600      |        44.460      |

|    1218 |     -192.000    |       -203.600      |        22.870      |

|    1219 |     -106.600    |       -203.600      |         7.820      |

|    1220 |     -197.400    |       -203.600      |         1.380      |

|    1221 |     -148.500    |       -203.600      |         2.955      |

|    1222 |      216.000    |       -203.600      |        11.610      |

|    1223 |     -130.600    |       -203.600      |       -20.585      |

|    1224 |       55.800    |       -203.600      |       -27.165      |

|    1225 |       53.400    |       -203.600      |       -14.315      |

|    1226 |      491.300    |       -203.600      |        19.845      |

|    1227 |      486.000    |       -203.600      |        49.240      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1228 |      -76.600    |       -203.600      |        45.795      |

|    1229 |     -109.400    |       -203.600      |        14.455      |

|    1230 |      524.400    |       -203.600      |        50.330      |

|    1231 |      183.700    |       -203.600      |        69.090      |

|    1232 |      204.100    |       -203.600      |        85.295      |

|    1233 |       55.900    |       -203.600      |        98.110      |

|    1234 |     -212.400    |       -212.400      |        97.670      |

|    1235 |      471.900    |       -212.400      |        94.685      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1236 |      192.600    |       -212.400      |        80.410      |

|    1237 |     -105.800    |       -212.400      |        82.790      |

|    1238 |     -144.800    |       -212.400      |        85.150      |

|    1239 |      -89.400    |       -212.400      |        86.010      |

|    1240 |       53.000    |       -212.400      |        98.530      |

|    1241 |       79.900    |       -212.400      |       109.950      |

|    1242 |     -199.600    |       -212.400      |        89.170      |


|    1243 |       91.000    |       -212.400      |       100.250      |

|    1244 |     -115.900    |       -212.400      |        91.665      |

|    1245 |     -181.800    |       -212.400      |        79.905      |

|    1246 |     -199.300    |       -212.400      |        45.375      |

|    1247 |       42.500    |       -212.400      |        23.200      |

|    1248 |     -107.100    |       -212.400      |        21.675      |

|    1249 |      234.000    |       -212.400      |        38.845      |

|    1250 |     -161.100    |       -212.400      |         4.570      |

|    1251 |      472.900    |       -212.400      |        19.030      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1252 |      508.800    |       -212.400      |        34.265      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1253 |     -102.900    |       -212.400      |        26.325      |

|    1254 |      202.600    |       -199.600      |        47.075      |

|    1255 |       76.900    |       -199.600      |        27.325      |

|    1256 |      -76.300    |       -199.600      |        13.880      |

|    1257 |     -108.600    |       -199.600      |        13.740      |

|    1258 |       -7.800    |       -199.600      |        20.590      |

|    1259 |       70.600    |       -199.600      |        28.590      |

|    1260 |     -179.400    |       -199.600      |        16.970      |

|    1261 |      228.400    |       -199.600      |        24.395      |

|    1262 |     -198.300    |       -199.300      |        24.460      |

|    1263 |       43.100    |       -199.300      |        22.065      |

|    1264 |       41.200    |       -199.300      |        29.920      |

|    1265 |      534.400    |       -199.300      |        65.730      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1266 |     -100.400    |       -198.300      |        70.675      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1267 |       37.800    |       -198.300      |        70.440      |

|    1268 |     -141.100    |       -198.300      |        68.740      |

|    1269 |      478.500    |       -198.300      |        80.965      |

|    1270 |      520.000    |       -198.300      |       115.020      |

|    1271 |     -128.600    |       -198.300      |        84.945      |

|    1272 |     -127.700    |       -198.300      |        53.120      |

|    1273 |     -172.700    |       -198.300      |        49.630      |

|    1274 |     -202.700    |       -202.700      |        29.365      |

|    1275 |      -77.000    |       -202.700      |        21.670      |

|    1276 |      483.300    |       -202.700      |        49.650      |

|    1277 |      506.300    |       -202.700      |        80.395      |

|    1278 |      526.100    |       -202.700      |       107.090      |

|    1279 |      536.700    |       -202.700      |       130.395      |

|    1280 |     -190.400    |       -202.700      |       129.845      |

|    1281 |     -162.000    |       -202.700      |       110.325      |

|    1282 |      554.800    |       -202.700      |       147.980      |

|    1283 |      212.000    |       -202.700      |       156.425      |

|    1284 |     -137.200    |       -202.700      |       147.505      |

|    1285 |      207.000    |       -202.700      |       131.135      |

|    1286 |     -131.400    |       -202.700      |       129.585      |

|    1287 |     -190.500    |       -202.700      |       118.170      |

|    1288 |     -196.900    |       -202.700      |       115.380      |

|    1289 |     -185.200    |       -202.700      |        82.195      |

|    1290 |       13.000    |       -202.700      |        56.845      |

|    1291 |     -166.500    |       -202.700      |        54.950      |

|    1292 |     -186.800    |       -202.700      |        51.995      |

|    1293 |      478.000    |       -202.700      |        84.530      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1294 |     -171.800    |       -196.900      |        86.075      |

|    1295 |     -165.900    |       -196.900      |        81.630      |

|    1296 |     -166.600    |       -196.900      |        49.135      |

|    1297 |     -101.300    |       -196.900      |        18.755      |

|    1298 |     -190.400    |       -196.900      |       -17.070      |

|    1299 |     -190.200    |       -196.900      |       -53.415      |

|    1300 |      475.200    |       -196.900      |       -20.135      |

Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1301 |      574.900    |       -196.900      |        16.710      |

|    1302 |      210.400    |       -196.900      |        -0.510      |



|    1303 |     -118.300    |       -196.900      |       -17.025      |

|    1304 |     -163.600    |       -196.900      |       -18.345      |

|    1305 |     -196.100    |       -196.900      |       -38.500      |

|    1306 |      502.300    |       -196.900      |        -6.815      |

|    1307 |     -100.200    |       -196.900      |        -2.300      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1308 |      554.200    |       -196.100      |        35.255      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1309 |      525.000    |       -196.100      |        70.765      |

|    1310 |      501.500    |       -196.100      |        95.190      |

|    1311 |     -192.900    |       -196.100      |        93.870      |

|    1312 |     -101.300    |       -196.100      |        98.145      |

|    1313 |      491.200    |       -196.100      |        98.805      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1314 |      191.900    |       -196.100      |       116.990      |

|    1315 |      483.400    |       -196.100      |       149.455      |

|    1316 |     -100.000    |       -196.100      |       152.785      |
Not enough available Minecraft instances running.
