/home/chris/miniconda3/envs/marlo/bin/python /home/chris/Desktop/lunar-lander/train_agent1.py --verbose --overwrite
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gymnasium/core.py:27: UserWarning: WARN: Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gym/core.py:27: UserWarning: WARN: Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
dimension of state space = 15
number of actions = 7
| episode | return          | minimal return      | mean return        |
|         | (this episode)  | (last 20 episodes)  | (last 20 episodes) |
|-----------------------------------------------------------------------

|     410 |     -114.000    |       -226.500      |      -117.945      |

|     411 |     -192.000    |       -226.500      |      -116.945      |

|     412 |     -213.600    |       -226.500      |      -117.280      |

|     413 |     -181.000    |       -226.500      |      -117.365      |

|     414 |      -15.000    |       -226.500      |      -107.075      |

|     415 |     -219.400    |       -226.500      |      -107.575      |

|     416 |     -195.100    |       -226.500      |      -120.895      |

|     417 |     -200.500    |       -226.500      |      -119.910      |

|     418 |     -140.200    |       -226.500      |      -128.980      |

|     419 |     -198.600    |       -226.500      |      -137.825      |

|     420 |     -195.800    |       -226.500      |      -140.540      |

|     421 |     -171.300    |       -226.500      |      -139.410      |

|     422 |     -199.600    |       -222.700      |      -138.065      |



|     423 |     -202.200    |       -222.700      |      -138.835      |

|     424 |       37.000    |       -222.700      |      -136.175      |

|     425 |     -196.900    |       -222.700      |      -135.515      |

|     426 |      226.800    |       -222.700      |      -134.410      |

|     427 |     -114.800    |       -222.700      |      -145.020      |

|     428 |     -197.200    |       -222.700      |      -145.305      |

|     429 |     -140.600    |       -219.400      |      -141.200      |

|     430 |     -158.200    |       -219.400      |      -143.410      |

|     431 |     -214.100    |       -219.400      |      -144.515      |

|     432 |     -187.400    |       -219.400      |      -143.205      |

|     433 |     -204.600    |       -219.400      |      -144.385      |

|     434 |     -104.600    |       -219.400      |      -148.865      |

|     435 |      -85.200    |       -214.100      |      -142.155      |

|     436 |     -191.300    |       -214.100      |      -141.965      |

|     437 |       24.100    |       -214.100      |      -130.735      |

|     438 |     -105.100    |       -214.100      |      -128.980      |



|     439 |      232.300    |       -214.100      |      -107.435      |

|     440 |      504.800    |       -214.100      |       -72.405      |

|     441 |     -100.000    |       -214.100      |       -68.840      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     442 |     -190.200    |       -214.100      |       -68.370      |

|     443 |     -126.200    |       -214.100      |       -64.570      |

|     444 |     -178.800    |       -214.100      |       -75.360      |

|     445 |      208.900    |       -214.100      |       -55.070      |

|     446 |      231.700    |       -214.100      |       -54.825      |


|     447 |     -137.800    |       -214.100      |       -55.975      |

|     448 |     -193.500    |       -214.100      |       -55.790      |



|     449 |     -218.200    |       -218.200      |       -59.670      |

|     450 |     -141.900    |       -218.200      |       -58.855      |

|     451 |     -198.200    |       -218.200      |       -58.060      |

|     452 |     -221.000    |       -221.000      |       -59.740      |

|     453 |      511.900    |       -221.000      |       -23.915      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     454 |     -192.000    |       -221.000      |       -28.285      |

|     455 |      493.600    |       -221.000      |         0.655      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     456 |     -100.400    |       -221.000      |         5.200      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     457 |     -198.000    |       -221.000      |        -5.905      |

|     458 |       46.500    |       -221.000      |         1.675      |

|     459 |     -204.900    |       -221.000      |       -20.185      |

|     460 |      494.300    |       -221.000      |       -20.710      |

|     461 |     -105.300    |       -221.000      |       -20.975      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     462 |      184.200    |       -221.000      |        -2.255      |

|     463 |      224.100    |       -221.000      |        15.260      |

|     464 |       -2.100    |       -221.000      |        24.095      |

|     465 |      478.300    |       -221.000      |        37.565      |

|     466 |     -100.000    |       -221.000      |        20.980      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     467 |     -183.900    |       -221.000      |        18.675      |

|     468 |     -142.100    |       -221.000      |        21.245      |

|     469 |      -81.600    |       -221.000      |        28.075      |

|     470 |       26.100    |       -221.000      |        36.475      |

|     471 |       -1.300    |       -221.000      |        46.320      |

|     472 |     -190.200    |       -204.900      |        47.860      |

|     473 |     -168.000    |       -204.900      |        13.865      |

|     474 |     -202.300    |       -204.900      |        13.350      |

|     475 |     -201.300    |       -204.900      |       -21.395      |

|     476 |       77.500    |       -204.900      |       -12.500      |

|     477 |      -40.500    |       -204.900      |        -4.625      |

|     478 |      -72.500    |       -204.900      |       -10.575      |

|     479 |      536.700    |       -202.300      |        26.505      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     480 |     -100.100    |       -202.300      |        -3.215      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     481 |     -131.700    |       -202.300      |        -4.535      |

|     482 |       72.600    |       -202.300      |       -10.115      |

|     483 |     -169.200    |       -202.300      |       -29.780      |

|     484 |     -205.700    |       -205.700      |       -39.960      |

|     485 |     -192.500    |       -205.700      |       -73.500      |

|     486 |     -128.200    |       -205.700      |       -74.910      |

|     487 |     -158.000    |       -205.700      |       -73.615      |

|     488 |       42.700    |       -205.700      |       -64.375      |

|     489 |      -76.700    |       -205.700      |       -64.130      |

|     490 |     -103.000    |       -205.700      |       -70.585      |

|     491 |     -159.600    |       -205.700      |       -78.500      |

|     492 |     -166.200    |       -205.700      |       -77.300      |

|     493 |     -183.200    |       -205.700      |       -78.060      |

|     494 |      504.600    |       -205.700      |       -42.715      |

|     495 |     -213.500    |       -213.500      |       -43.325      |

|     496 |       38.000    |       -213.500      |       -45.300      |

|     497 |     -123.700    |       -213.500      |       -49.460      |

|     498 |      -64.800    |       -213.500      |       -49.075      |

|     499 |     -194.200    |       -213.500      |       -85.620      |

|     500 |      475.600    |       -213.500      |       -56.835      |


|     501 |     -110.400    |       -213.500      |       -55.770      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     502 |       72.800    |       -213.500      |       -55.760      |

|     503 |      239.000    |       -213.500      |       -35.350      |

|     504 |     -143.800    |       -213.500      |       -32.255      |

|     505 |     -110.200    |       -213.500      |       -28.140      |

|     506 |      -14.800    |       -213.500      |       -22.470      |

|     507 |      497.600    |       -213.500      |        10.310      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     508 |     -100.700    |       -213.500      |         3.140      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     509 |      230.300    |       -213.500      |        18.490      |

|     510 |     -126.000    |       -213.500      |        17.340      |



|     511 |      557.600    |       -213.500      |        53.200      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     512 |     -173.100    |       -213.500      |        52.855      |

|     513 |      545.100    |       -213.500      |        89.270      |

|     514 |      562.200    |       -213.500      |        92.150      |

|     515 |      203.600    |       -194.200      |       113.005      |



|     516 |     -190.900    |       -194.200      |       101.560      |

|     517 |      499.600    |       -194.200      |       132.725      |

|     518 |     -100.100    |       -194.200      |       130.960      |

|     519 |      -79.300    |       -190.900      |       136.705      |

|     520 |     -153.100    |       -190.900      |       105.270      |

|     521 |     -153.300    |       -190.900      |       103.125      |

|     522 |       90.300    |       -190.900      |       104.000      |

|     523 |     -205.900    |       -205.900      |        81.755      |

|     524 |     -177.900    |       -205.900      |        80.050      |

|     525 |     -206.900    |       -206.900      |        75.215      |

|     526 |     -196.500    |       -206.900      |        66.130      |

|     527 |      485.900    |       -206.900      |        65.545      |

|     528 |     -125.300    |       -206.900      |        64.315      |

|     529 |     -198.100    |       -206.900      |        42.895      |

|     530 |       21.500    |       -206.900      |        50.270      |

|     531 |     -115.300    |       -206.900      |        16.625      |

|     532 |     -146.200    |       -206.900      |        17.970      |

|     533 |      491.600    |       -206.900      |        15.295      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     534 |     -151.200    |       -206.900      |       -20.375      |

|     535 |      -13.500    |       -206.900      |       -31.230      |

|     536 |     -191.000    |       -206.900      |       -31.235      |

|     537 |     -159.900    |       -206.900      |       -64.210      |

|     538 |     -177.800    |       -206.900      |       -68.095      |

|     539 |     -201.400    |       -206.900      |       -74.200      |

|     540 |     -192.300    |       -206.900      |       -76.160      |

|     541 |     -200.300    |       -206.900      |       -78.510      |

|     542 |      173.200    |       -206.900      |       -74.365      |

|     543 |     -167.600    |       -206.900      |       -72.450      |

|     544 |     -199.200    |       -206.900      |       -73.515      |

|     545 |     -108.400    |       -201.400      |       -68.590      |

|     546 |     -152.800    |       -201.400      |       -66.405      |

|     547 |      501.100    |       -201.400      |       -65.645      |

|     548 |     -186.100    |       -201.400      |       -68.685      |

|     549 |     -194.600    |       -201.400      |       -68.510      |

|     550 |      485.400    |       -201.400      |       -45.315      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     551 |      527.400    |       -201.400      |       -13.180      |

|     552 |      178.600    |       -201.400      |         3.060      |

|     553 |     -173.700    |       -201.400      |       -30.205      |

|     554 |     -212.600    |       -212.600      |       -33.275      |

|     555 |     -187.200    |       -212.600      |       -41.960      |

|     556 |     -157.800    |       -212.600      |       -40.300      |

|     557 |      498.700    |       -212.600      |        -7.370      |

|     558 |     -133.500    |       -212.600      |        -5.155      |


|     559 |     -214.600    |       -214.600      |        -5.815      |

|     560 |        6.400    |       -214.600      |         4.120      |

|     561 |     -202.600    |       -214.600      |         4.005      |

|     562 |     -180.100    |       -214.600      |       -13.660      |

|     563 |     -182.600    |       -214.600      |       -14.410      |

|     564 |     -150.200    |       -214.600      |       -11.960      |

|     565 |     -204.900    |       -214.600      |       -16.785      |

|     566 |     -154.000    |       -214.600      |       -16.845      |

|     567 |     -208.500    |       -214.600      |       -52.325      |

|     568 |      -93.900    |       -214.600      |       -47.715      |

|     569 |     -191.100    |       -214.600      |       -47.540      |

|     570 |     -146.500    |       -214.600      |       -79.135      |

|     571 |     -189.300    |       -214.600      |      -114.970      |

|     572 |     -146.800    |       -214.600      |      -131.240      |

|     573 |     -194.400    |       -214.600      |      -132.275      |

|     574 |      486.300    |       -214.600      |       -97.330      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     575 |     -142.900    |       -214.600      |       -95.115      |

|     576 |      -39.700    |       -214.600      |       -89.210      |

|     577 |       -5.000    |       -214.600      |      -114.395      |

|     578 |     -188.100    |       -214.600      |      -117.125      |

|     579 |     -166.800    |       -208.500      |      -114.735      |


|     580 |      242.400    |       -208.500      |      -102.935      |

|     581 |     -107.000    |       -208.500      |       -98.155      |

|     582 |     -189.700    |       -208.500      |       -98.635      |

|     583 |       37.000    |       -208.500      |       -87.655      |



|     584 |      -83.100    |       -208.500      |       -84.300      |

|     585 |     -187.800    |       -208.500      |       -83.445      |

|     586 |      495.800    |       -208.500      |       -50.955      |

|     587 |       67.300    |       -194.400      |       -37.165      |

|     588 |       35.400    |       -194.400      |       -30.700      |

|     589 |     -114.000    |       -194.400      |       -26.845      |

|     590 |       -4.400    |       -194.400      |       -19.740      |

|     591 |      116.400    |       -194.400      |        -4.455      |



|     592 |      229.400    |       -194.400      |        14.355      |

|     593 |     -143.600    |       -189.700      |        16.895      |

|     594 |     -165.200    |       -189.700      |       -15.680      |

|     595 |     -155.700    |       -189.700      |       -16.320      |

|     596 |     -209.500    |       -209.500      |       -24.810      |

|     597 |       20.900    |       -209.500      |       -23.515      |

|     598 |       41.000    |       -209.500      |       -12.060      |

|     599 |       84.800    |       -209.500      |         0.520      |

|     600 |       58.200    |       -209.500      |        -8.690      |


|     601 |       -4.900    |       -209.500      |        -3.585      |



|     602 |     -114.400    |       -209.500      |         0.180      |

|     603 |     -189.600    |       -209.500      |       -11.150      |

|     604 |      179.400    |       -209.500      |         1.975      |

|     605 |      -66.600    |       -209.500      |         8.035      |

|     606 |     -169.000    |       -209.500      |       -25.205      |

|     607 |     -178.900    |       -209.500      |       -37.515      |

|     608 |     -196.400    |       -209.500      |       -49.105      |

|     609 |     -136.100    |       -209.500      |       -50.210      |

|     610 |      234.900    |       -209.500      |       -38.245      |

|     611 |     -138.400    |       -209.500      |       -50.985      |

|     612 |     -195.100    |       -209.500      |       -72.210      |

|     613 |     -158.200    |       -209.500      |       -72.940      |

|     614 |     -205.300    |       -209.500      |       -74.945      |

|     615 |      -94.400    |       -209.500      |       -71.880      |

|     616 |      -95.000    |       -205.300      |       -66.155      |

|     617 |      -63.900    |       -205.300      |       -70.395      |

|     618 |       56.700    |       -205.300      |       -69.610      |

|     619 |       51.300    |       -205.300      |       -71.285      |

|     620 |      179.600    |       -205.300      |       -65.215      |

|     621 |     -127.900    |       -205.300      |       -71.365      |

|     622 |      178.100    |       -205.300      |       -56.740      |

|     623 |     -191.800    |       -205.300      |       -56.850      |

|     624 |     -133.100    |       -205.300      |       -72.475      |

|     625 |     -159.800    |       -205.300      |       -77.135      |

|     626 |     -184.200    |       -205.300      |       -77.895      |

|     627 |      -88.700    |       -205.300      |       -73.385      |



|     628 |       16.600    |       -205.300      |       -62.735      |

|     629 |     -141.200    |       -205.300      |       -62.990      |

|     630 |      -93.400    |       -205.300      |       -79.405      |

|     631 |       77.100    |       -205.300      |       -68.630      |

|     632 |     -159.100    |       -205.300      |       -66.830      |

|     633 |     -153.400    |       -205.300      |       -66.590      |

|     634 |       81.500    |       -191.800      |       -52.250      |

|     635 |     -203.300    |       -203.300      |       -57.695      |

|     636 |       11.900    |       -203.300      |       -52.350      |

|     637 |      -99.100    |       -203.300      |       -54.110      |

|     638 |     -173.000    |       -203.300      |       -65.595      |

|     639 |     -123.700    |       -203.300      |       -74.345      |

|     640 |       47.300    |       -203.300      |       -80.960      |

|     641 |     -143.100    |       -203.300      |       -81.720      |

|     642 |     -158.500    |       -203.300      |       -98.550      |

|     643 |      -98.300    |       -203.300      |       -93.875      |

|     644 |      -48.200    |       -203.300      |       -89.630      |

|     645 |     -204.700    |       -204.700      |       -91.875      |

|     646 |     -152.900    |       -204.700      |       -90.310      |

|     647 |      496.500    |       -204.700      |       -61.050      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     648 |      213.400    |       -204.700      |       -51.210      |

|     649 |      486.300    |       -204.700      |       -19.835      |

|     650 |      566.200    |       -204.700      |        13.145      |

|     651 |      213.700    |       -204.700      |        19.975      |

|     652 |      -57.100    |       -204.700      |        25.075      |

|     653 |     -198.100    |       -204.700      |        22.840      |

|     654 |       22.600    |       -204.700      |        19.895      |

|     655 |     -177.900    |       -204.700      |        21.165      |

|     656 |     -205.300    |       -205.300      |        10.305      |

|     657 |       15.900    |       -205.300      |        16.055      |

|     658 |      233.100    |       -205.300      |        36.360      |

|     659 |     -212.600    |       -212.600      |        31.915      |

|     660 |       30.800    |       -212.600      |        31.090      |

|     661 |      -72.300    |       -212.600      |        34.630      |

|     662 |       29.200    |       -212.600      |        44.015      |

|     663 |       82.800    |       -212.600      |        53.070      |

|     664 |      185.200    |       -212.600      |        64.740      |

|     665 |     -160.700    |       -212.600      |        66.940      |

|     666 |      541.500    |       -212.600      |       101.660      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     667 |      213.700    |       -212.600      |        87.520      |

|     668 |      205.500    |       -212.600      |        87.125      |

|     669 |     -215.200    |       -215.200      |        52.050      |

|     670 |     -206.500    |       -215.200      |        13.415      |

|     671 |      209.900    |       -215.200      |        13.225      |

|     672 |      236.400    |       -215.200      |        27.900      |

|     673 |       39.900    |       -215.200      |        39.800      |

|     674 |      549.800    |       -215.200      |        66.160      |

|     675 |       55.100    |       -215.200      |        77.810      |

|     676 |      491.100    |       -215.200      |       112.630      |

|     677 |      235.100    |       -215.200      |       123.590      |


|     678 |      -98.800    |       -215.200      |       106.995      |

|     679 |       51.300    |       -215.200      |       120.190      |

|     680 |     -116.400    |       -215.200      |       112.830      |

|     681 |      -67.900    |       -215.200      |       113.050      |

|     682 |     -143.200    |       -215.200      |       104.430      |

|     683 |      540.000    |       -215.200      |       127.290      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     684 |     -132.200    |       -215.200      |       111.420      |

|     685 |     -181.100    |       -215.200      |       110.400      |

|     686 |      199.500    |       -215.200      |        93.300      |

|     687 |      532.400    |       -215.200      |       109.235      |

|     688 |      469.300    |       -215.200      |       122.425      |

|     689 |      219.300    |       -206.500      |       144.150      |

|     690 |       90.000    |       -181.100      |       158.975      |

|     691 |      172.100    |       -181.100      |       157.085      |

|     692 |     -158.100    |       -181.100      |       137.360      |

|     693 |      556.100    |       -181.100      |       163.170      |

|     694 |     -213.700    |       -213.700      |       124.995      |

|     695 |      -46.200    |       -213.700      |       119.930      |

|     696 |       11.300    |       -213.700      |        95.940      |

|     697 |     -131.500    |       -213.700      |        77.610      |

|     698 |      -11.000    |       -213.700      |        82.000      |

|     699 |     -192.100    |       -213.700      |        69.830      |



|     700 |     -101.900    |       -213.700      |        70.555      |


|     701 |     -146.000    |       -213.700      |        66.650      |

|     702 |     -141.300    |       -213.700      |        66.745      |

|     703 |     -188.000    |       -213.700      |        30.345      |

|     704 |     -171.200    |       -213.700      |        28.395      |

|     705 |     -205.400    |       -213.700      |        27.180      |

|     706 |     -178.100    |       -213.700      |         8.300      |

|     707 |       21.800    |       -213.700      |       -17.230      |

|     708 |     -193.200    |       -213.700      |       -50.355      |

|     709 |     -172.900    |       -213.700      |       -69.965      |

|     710 |     -175.900    |       -213.700      |       -83.260      |

|     711 |     -163.000    |       -213.700      |      -100.015      |

|     712 |     -162.800    |       -213.700      |      -100.250      |

|     713 |      224.200    |       -213.700      |      -116.845      |

|     714 |     -163.600    |       -205.400      |      -114.340      |

|     715 |      192.700    |       -205.400      |      -102.395      |

|     716 |      486.400    |       -205.400      |       -78.640      |

|     717 |      521.400    |       -205.400      |       -45.995      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     718 |      214.200    |       -205.400      |       -34.735      |

|     719 |       60.900    |       -205.400      |       -22.085      |

|     720 |      114.300    |       -205.400      |       -11.275      |



|     721 |     -217.700    |       -217.700      |       -14.860      |

|     722 |     -192.600    |       -217.700      |       -17.425      |

|     723 |     -107.800    |       -217.700      |       -13.415      |

|     724 |     -213.100    |       -217.700      |       -15.510      |

|     725 |       72.000    |       -217.700      |        -1.640      |

|     726 |     -166.600    |       -217.700      |        -1.065      |

|     727 |     -129.800    |       -217.700      |        -8.645      |

|     728 |      189.100    |       -217.700      |        10.470      |

|     729 |     -125.500    |       -217.700      |        12.840      |

|     730 |       29.400    |       -217.700      |        23.105      |

|     731 |     -158.000    |       -217.700      |        23.355      |

|     732 |     -210.400    |       -217.700      |        20.975      |

|     733 |     -204.800    |       -217.700      |        -0.475      |

|     734 |     -192.400    |       -217.700      |        -1.915      |

|     735 |     -197.400    |       -217.700      |       -21.420      |

|     736 |      -34.400    |       -217.700      |       -47.460      |

|     737 |     -162.700    |       -217.700      |       -81.665      |

|     738 |       26.400    |       -217.700      |       -91.055      |

|     739 |      -68.600    |       -217.700      |       -97.530      |

|     740 |       31.400    |       -217.700      |      -101.675      |

|     741 |       46.200    |       -213.100      |       -88.480      |

|     742 |      -88.500    |       -213.100      |       -83.275      |

|     743 |     -178.600    |       -213.100      |       -86.815      |

|     744 |       66.100    |       -210.400      |       -72.855      |

|     745 |       55.700    |       -210.400      |       -73.670      |

|     746 |      179.700    |       -210.400      |       -56.355      |

|     747 |       -8.800    |       -210.400      |       -50.305      |



|     748 |      520.200    |       -210.400      |       -33.750      |

|     749 |      223.500    |       -210.400      |       -16.300      |

|     750 |       30.900    |       -210.400      |       -16.225      |

|     751 |      563.200    |       -210.400      |        19.835      |

|     752 |       67.700    |       -204.800      |        33.740      |

|     753 |     -163.000    |       -197.400      |        35.830      |

|     754 |     -198.000    |       -198.000      |        35.550      |

|     755 |     -189.900    |       -198.000      |        35.925      |

|     756 |     -144.200    |       -198.000      |        30.435      |

|     757 |     -184.800    |       -198.000      |        29.330      |

|     758 |       74.700    |       -198.000      |        31.745      |

|     759 |     -114.900    |       -198.000      |        29.430      |

|     760 |     -134.200    |       -198.000      |        21.150      |

|     761 |     -167.700    |       -198.000      |        10.455      |

|     762 |      -89.000    |       -198.000      |        10.430      |

|     763 |       36.100    |       -198.000      |        21.165      |

|     764 |     -170.500    |       -198.000      |         9.335      |

|     765 |     -158.500    |       -198.000      |        -1.375      |

|     766 |     -168.700    |       -198.000      |       -18.795      |

|     767 |      506.600    |       -198.000      |         6.975      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     768 |     -195.900    |       -198.000      |       -28.830      |

|     769 |      -69.500    |       -198.000      |       -43.480      |

|     770 |       21.600    |       -198.000      |       -43.945      |

|     771 |      -89.500    |       -198.000      |       -76.580      |

|     772 |     -200.500    |       -200.500      |       -89.990      |

|     773 |       33.500    |       -200.500      |       -80.165      |

|     774 |      490.500    |       -200.500      |       -45.740      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     775 |      205.000    |       -200.500      |       -25.995      |

|     776 |       21.200    |       -200.500      |       -17.725      |



|     777 |       51.500    |       -200.500      |        -5.910      |

|     778 |       33.700    |       -200.500      |        -7.960      |

|     779 |       33.500    |       -200.500      |        -0.540      |

|     780 |      -85.100    |       -200.500      |         1.915      |

|     781 |     -140.000    |       -200.500      |         3.300      |

|     782 |      185.000    |       -200.500      |        17.000      |

|     783 |      150.200    |       -200.500      |        22.705      |

|     784 |      224.200    |       -200.500      |        42.440      |

|     785 |     -124.200    |       -200.500      |        44.155      |

|     786 |      264.000    |       -200.500      |        65.790      |

|     787 |     -128.900    |       -200.500      |        34.015      |

|     788 |     -130.600    |       -200.500      |        37.280      |

|     789 |       20.800    |       -200.500      |        41.795      |

|     790 |       -5.600    |       -200.500      |        40.435      |

|     791 |       21.000    |       -200.500      |        45.960      |

|     792 |       28.100    |       -140.000      |        57.390      |

|     793 |      -81.400    |       -140.000      |        51.645      |

|     794 |      -94.000    |       -140.000      |        22.420      |

|     795 |      179.800    |       -140.000      |        21.160      |

|     796 |       49.800    |       -140.000      |        22.590      |

|     797 |      182.400    |       -140.000      |        29.135      |

|     798 |      223.900    |       -140.000      |        38.645      |

|     799 |      -19.600    |       -140.000      |        35.990      |

|     800 |      245.800    |       -140.000      |        52.535      |


|     801 |       79.600    |       -130.600      |        63.515      |

|     802 |       66.300    |       -130.600      |        57.580      |

|     803 |      495.300    |       -130.600      |        74.835      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     804 |      206.500    |       -130.600      |        73.950      |

|     805 |      -23.600    |       -130.600      |        78.980      |

|     806 |      564.500    |       -130.600      |        94.005      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     807 |      -56.800    |       -130.600      |        97.610      |

|     808 |     -154.100    |       -154.100      |        96.435      |

|     809 |     -161.400    |       -161.400      |        87.325      |

|     810 |       48.600    |       -161.400      |        90.035      |

|     811 |     -139.800    |       -161.400      |        81.995      |

|     812 |     -202.300    |       -202.300      |        70.475      |

|     813 |     -186.200    |       -202.300      |        65.235      |

|     814 |     -136.200    |       -202.300      |        63.125      |

|     815 |      496.500    |       -202.300      |        78.960      |

|     816 |      199.800    |       -202.300      |        86.460      |

|     817 |     -216.300    |       -216.300      |        66.525      |

|     818 |     -136.500    |       -216.300      |        48.505      |

|     819 |     -225.800    |       -225.800      |        38.195      |

|     820 |      113.800    |       -225.800      |        31.595      |

|     821 |     -126.000    |       -225.800      |        21.315      |

|     822 |        3.500    |       -225.800      |        18.175      |

|     823 |       53.400    |       -225.800      |        -3.920      |

|     824 |       99.300    |       -225.800      |        -9.280      |

|     825 |       15.300    |       -225.800      |        -7.335      |

|     826 |       54.000    |       -225.800      |       -32.860      |

|     827 |      207.700    |       -225.800      |       -19.635      |

|     828 |      192.900    |       -225.800      |        -2.285      |

|     829 |      478.000    |       -225.800      |        29.685      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     830 |      249.600    |       -225.800      |        39.735      |

|     831 |       46.300    |       -225.800      |        49.040      |

|     832 |     -198.600    |       -225.800      |        49.225      |

|     833 |       35.000    |       -225.800      |        60.285      |

|     834 |      175.400    |       -225.800      |        75.865      |

|     835 |      -56.600    |       -225.800      |        48.210      |

|     836 |      -58.500    |       -225.800      |        35.295      |

|     837 |      133.200    |       -225.800      |        52.770      |

|     838 |     -129.800    |       -225.800      |        53.105      |

|     839 |      213.200    |       -198.600      |        75.055      |

|     840 |      115.600    |       -198.600      |        75.145      |

|     841 |      -88.500    |       -198.600      |        77.020      |

|     842 |     -160.600    |       -198.600      |        68.815      |

|     843 |     -190.600    |       -198.600      |        56.615      |

|     844 |      216.700    |       -198.600      |        62.485      |

|     845 |     -128.600    |       -198.600      |        55.290      |

|     846 |     -101.000    |       -198.600      |        47.540      |

|     847 |     -157.900    |       -198.600      |        29.260      |

|     848 |     -147.900    |       -198.600      |        12.220      |

|     849 |     -198.500    |       -198.600      |       -21.605      |

|     850 |     -204.700    |       -204.700      |       -44.320      |

|     851 |        2.700    |       -204.700      |       -46.500      |


|     852 |      -21.400    |       -204.700      |       -37.640      |

|     853 |     -116.500    |       -204.700      |       -45.215      |

|     854 |     -188.600    |       -204.700      |       -63.415      |

|     855 |     -201.800    |       -204.700      |       -70.675      |

|     856 |       47.900    |       -204.700      |       -65.355      |

|     857 |     -203.100    |       -204.700      |       -82.170      |

|     858 |     -199.400    |       -204.700      |       -85.650      |

|     859 |     -204.000    |       -204.700      |      -106.510      |

|     860 |      -89.200    |       -204.700      |      -116.750      |

|     861 |       59.300    |       -204.700      |      -109.360      |

|     862 |       60.100    |       -204.700      |       -98.325      |

|     863 |       56.400    |       -204.700      |       -85.975      |

|     864 |     -191.000    |       -204.700      |      -106.360      |

|     865 |     -128.300    |       -204.700      |      -106.345      |

|     866 |      132.800    |       -204.700      |       -94.655      |

|     867 |      203.800    |       -204.700      |       -76.570      |

|     868 |     -193.900    |       -204.700      |       -78.870      |

|     869 |      501.700    |       -204.700      |       -43.860      |

|     870 |      490.700    |       -204.000      |        -9.090      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|     871 |      238.800    |       -204.000      |         2.715      |

|     872 |       95.300    |       -204.000      |         8.550      |

|     873 |      240.900    |       -204.000      |        26.420      |

|     874 |       60.100    |       -204.000      |        38.855      |

